gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
YGL089C	0.680558	-0.03494964	0.46524307	0.7457455	NA
YGL090W	143.2004	0.1839178	0.18829219	0.2492054	0.4780162
YGL091C	27.42139	0.01485735	0.25332747	0.9365509	0.9766155
YGL092W	306.3607	0.2629264	0.15102618	0.05245875	0.1886039
YGL093W	130.8145	0.08085983	0.20797122	0.6340233	0.8105177
YGL094C	127.3025	-0.1142327	0.17537574	0.4522792	0.6727336
YGL095C	73.71771	-0.09018032	0.16677388	0.5383515	0.7421615
YGL096W	151.5851	-0.01104205	0.24532351	0.9522385	0.9848848
YGL097W	41.02972	0.1924277	0.23104351	0.2862129	0.5181888
YGL098W	32.35738	-0.4803326	0.2840686	0.01937533	0.1002319
YGL099W	222.0627	0.4732993	0.20381841	0.005115905	0.04226694
YGL100W	27.44704	-0.03429034	0.25691851	0.854981	0.9366133
YGL101W	15.99067	-0.2585161	0.3839607	0.2025922	0.4220843
YGL103W	379.6223	0.4029418	0.3953267	0.06730205	0.2200315
YGL104C	24.32579	-0.1454628	0.25462169	0.4392467	0.6608571
YGL105W	267.6107	0.9221809	0.24389607	4.30198e-06	0.00026715
YGL106W	5.906141	0.06534686	0.3437683	0.7334425	0.8665371
YGL107C	63.22349	-0.05698478	0.19274358	0.7251123	0.8622352
YGL108C	320.1725	0.3046019	0.22108133	0.08516637	0.2554153
YGL110C	204.8047	0.04064945	0.16219394	0.7770943	0.8902533
YGL111W	198.5832	0.2431602	0.23158709	0.1793728	0.3946142
YGL112C	28.22599	0.00553292	0.23076972	0.9754015	0.9943286
YGL113W	60.27903	-0.2832295	0.207026	0.0955292	0.2725658
YGL114W	97.53592	0.7999505	0.30343146	0.000374425	0.006893492
YGL115W	62.58879	-0.5714431	0.28636534	0.006301876	0.04885958
YGL116W	57.95831	0.1147342	0.19033129	0.4753788	0.6942148
YGL117W	60.32869	-0.3983631	0.33927691	0.06449571	0.2142237
YGL118C	10.64629	-6.879218e-05	0.37754443	0.9996963	1
YGL119W	61.42682	0.1847918	0.22049028	0.2935515	0.5272638
YGL120C	207.5309	0.2888647	0.22783452	0.1083443	0.2934157
YGL121C	117.7673	-0.6773602	0.42351399	0.006915308	0.05220678
YGL122C	499.7281	0.122141	0.1166398	0.2647297	0.4945008
YGL123W	538.2234	0.5673025	0.37400923	0.01508971	0.08658824
YGL124C	33.19624	-0.6310823	0.31339419	0.004328012	0.03735822
YGL125W	34.63708	-0.4707752	0.28834184	0.02265965	0.1116846
YGL126W	22.07247	-0.1132219	0.24336381	0.538883	0.7421615
YGL127C	180.87	-0.1255648	0.42633621	NA	NA
YGL128C	53.92408	0.135987	0.23748328	0.4559916	0.6762806
YGL129C	26.51614	-0.08814049	0.21686908	0.6123669	0.7965344
YGL130W	48.75053	0.09590833	0.1860844	0.5447341	0.7461473
YGL131C	352.2684	-0.06337372	0.13883793	0.6178337	0.7998031
YGL133W	781.2703	0.523153	0.19907143	0.001696959	0.01947508
YGL134W	41.29239	-0.02244016	0.23670967	0.9016447	0.9559902
YGL135W	741.5777	0.3076899	0.36812	0.1426242	0.3451754
YGL136C	65.21729	-0.2955247	0.21274445	0.08733064	0.2593778
YGL137W	288.5036	0.3362231	0.19635416	0.04072476	0.1591897
YGL138C	2.772481	0.1152888	0.40084212	0.5168627	0.7262535
YGL139W	20.8508	-0.1485774	0.23784487	0.4159722	0.6417556
YGL140C	336.2838	0.1662573	0.16436434	0.2512168	0.47961
YGL141W	137.8586	-0.1147378	0.18278297	0.4632828	0.6837228
YGL142C	112.2839	-0.2750441	0.15807335	0.05022289	0.1845909
YGL143C	96.62789	-0.06497862	0.20684339	0.701097	0.8462511
YGL144C	40.30331	-0.308455	0.23655113	0.0933887	0.2701048
YGL145W	25.27784	-0.7435086	0.34452299	0.001715797	0.01965426
YGL146C	36.26913	-0.4337441	0.26830036	0.02887638	0.1310312
YGL147C	77.71191	0.2079823	0.42420627	0.2567325	0.4855767
YGL148W	100.2036	0.5158663	0.29515697	0.0142127	0.08344142
YGL149W	1.669832	-0.2223733	0.48295489	0.141243	0.3433676
YGL150C	988.0611	-0.1798436	0.16920579	0.2244114	0.4501446
YGL151W	203.563	-0.3542154	0.15671666	0.01104402	0.0702898
YGL153W	232.0698	0.08866584	0.1834534	0.5718348	0.7647074
YGL154C	57.76773	-0.1484075	0.21029764	0.3857469	0.6158757
YGL155W	19.07863	-0.3455591	0.28902268	0.08781234	0.2603827
YGL156W	81.46744	0.6049541	0.34015015	0.008002662	0.05693379
YGL157W	23.75602	-0.7505866	0.43016343	0.003688688	0.03345069
YGL158W	83.13713	2.300827	0.46574045	1.829019e-10	9.288366e-08
YGL159W	29.57948	0.04547681	0.20727857	0.7884389	0.8980835
YGL160W	82.48934	-0.38857	0.25070206	0.04168677	0.1620337
YGL161C	127.177	-0.09335687	0.21139236	0.5861616	0.7777202
YGL162W	79.33217	0.6042746	0.2781388	0.003511842	0.032426
YGL163C	998.6765	0.9155303	0.26774583	1.759734e-05	0.0007447098
YGL164C	220.6936	-0.1441872	0.19304124	0.3741887	0.6064731
YGL166W	27.83814	-0.4152681	0.34204382	0.05571852	0.1962444
YGL167C	238.9287	-0.2857396	0.14076366	0.02566636	0.1212487
YGL168W	8.621594	-0.9947863	0.590815	0.0008736788	0.01264655
YGL169W	40.83742	-0.2644767	0.25632709	0.1652498	0.3777929
YGL170C	184.4793	-0.8184878	0.31235163	0.0003593378	0.006676233
YGL171W	139.5204	-0.1043154	0.22178972	0.5536528	0.7523787
YGL172W	28.4864	0.4268694	0.23494189	0.02073415	0.1050867
YGL173C	733.335	0.2583626	0.13546454	0.03742078	0.1515016
YGL174W	81.77825	-0.0359045	0.2289602	0.8408412	0.9291555
YGL175C	43.27796	0.064755	0.21874618	0.7109065	0.8523594
