gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
YGR048W	194.9271	0.4037433	0.19125331	0.02268263	0.08395274
YGR049W	400.0846	0.5054549	0.36416297	0.06005034	0.1691943
YGR050C	30.14377	0.1723825	0.30102683	0.4835926	0.6789295
YGR052W	121.9977	0.2089189	0.34911465	0.4260089	0.6302458
YGR053C	85.23852	-0.2725634	0.3456115	0.2982082	0.5057988
YGR054W	79.10576	-0.05637044	0.22164132	0.7780589	0.8865402
YGR055W	176.1321	-0.3895718	0.4065048	0.1501321	0.315592
YGR056W	123.225	0.07658134	0.32414558	0.7638923	0.8805863
YGR057C	12.95681	-0.003668473	0.41651287	0.988861	1
YGR058W	11.08144	-0.2299576	0.37716867	0.3891412	0.5958335
YGR059W	12.18814	-0.08063163	0.33097316	0.753862	0.8735685
YGR060W	585.5391	0.02949396	0.37738427	0.9116098	0.9624237
YGR061C	101.2539	-0.5351937	0.30771654	0.03231172	0.1089964
YGR062C	30.92365	-0.4338511	0.28127687	0.06699743	0.1819965
YGR063C	24.74229	-0.4479867	0.37022527	0.0960239	0.232736
YGR065C	27.79658	-0.6532274	0.28784276	0.006664562	0.03482374
YGR066C	12.02351	-0.3992674	0.47245938	0.12033	0.2710265
YGR067C	173.0812	0.0637617	0.38006432	0.810495	0.9061524
YGR068C	27.98773	-0.136106	0.30537578	0.5829802	0.7544165
YGR070W	365.7611	0.058047	0.20996891	0.7619188	0.8789631
YGR071C	81.20337	-0.130484	0.23536577	0.5331662	0.7178482
YGR072W	379.127	0.6867649	0.19194484	0.0001094731	0.001609229
YGR074W	6.786843	-0.6564039	0.55470836	0.01195745	0.05364458
YGR075C	20.12577	-0.04114023	0.32581979	0.8720672	0.9388009
YGR076C	409.4066	0.01254671	0.40469951	NA	NA
YGR077C	68.46778	-0.4257645	0.24603075	0.04893273	0.1468646
YGR078C	28.86086	-0.1114966	0.3475713	0.6700163	0.8180171
YGR079W	67.21521	-0.02407453	0.34663062	0.9265829	0.9715839
YGR080W	25.84674	-0.220015	0.28592631	0.3573039	0.5642907
YGR081C	23.64556	0.09203426	0.30413145	0.7098091	0.8461643
YGR082W	8.814111	-0.1919514	0.4364345	0.4598836	0.6593397
YGR083C	801.1578	0.6760382	0.2103055	0.0004141827	0.004440324
YGR084C	35.90623	-0.3794409	0.26634943	0.09689529	0.2338878
YGR085C	338.65	0.4369581	0.28852929	0.06936752	0.1865602
YGR086C	428.5363	0.2968639	0.191135	0.0938344	0.2295288
YGR087C	14.50545	-0.1450259	0.37836365	0.5860218	0.7567103
YGR088W	396.8309	-0.3517848	0.30232497	0.1543792	0.3218001
YGR089W	268.0008	0.02799127	0.17639664	0.8657296	0.9353791
YGR090W	73.06809	-0.0026133	0.23998275	0.9901854	1
YGR091W	32.07512	0.06082156	0.27753486	0.7954677	0.8978422
YGR092W	69.07549	0.2689338	0.19342046	0.1329438	0.2897458
YGR093W	174.008	0.5631422	0.2132003	0.003633658	0.02223828
YGR094W	821.2665	0.7349413	0.20509719	8.929817e-05	0.001345048
YGR095C	47.62601	0.2433922	0.27835091	0.3006031	0.5081974
YGR096W	26.54559	-0.2118084	0.28295218	0.3724914	0.5801983
YGR097W	197.4859	0.2951406	0.17156547	0.0675726	0.1832387
YGR098C	97.83228	0.2721858	0.22116024	0.1725914	0.3492265
YGR099W	54.48913	0.3352284	0.23696498	0.1110067	0.2575411
YGR100W	122.329	0.2288389	0.18391342	0.1821637	0.362346
YGR101W	23.26624	-0.170692	0.30089912	0.4877882	0.6827986
YGR102C	220.9094	0.4548345	0.22851521	0.02618558	0.09270486
YGR103W	916.7725	-0.002864374	0.2400218	0.9892438	1
YGR104C	20.84503	-0.2611947	0.30327258	0.2907013	0.4972068
YGR105W	36.068	-0.2540867	0.25635868	0.2538307	0.4552407
YGR106C	389.9215	-0.8547587	0.33020722	0.001080164	0.008955277
YGR108W	84.70167	-0.4387131	0.28472912	0.0660427	0.1803485
