gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
YCR020W-B	188.0214	-0.5219343	0.27419061	0.04416828	0.0873901
YCR021C	1098.399	-1.497353	0.72193042	0.00240751	0.007132411
YCR022C	8.009315	-0.6895149	0.52545827	0.1003542	0.1723541
YCR023C	138.5032	-1.260966	0.22921476	9.340357e-09	1.198319e-07
YCR024C	51.07342	0.4240585	0.20284844	0.03126294	0.06511153
YCR024C-A	5.493906	-0.3167853	0.52048536	0.4469889	0.567241
YCR024C-B	73.47253	1.00959	0.34032996	0.001157181	0.003832535
YCR025C	24.05352	1.032266	0.28418218	0.0001092723	0.000481842
YCR026C	68.97668	0.2277476	0.19481855	0.2296262	0.3393957
YCR027C	10.65223	-1.158157	0.43596938	0.001954633	0.005982689
YCR028C	29.08953	-0.9033599	0.32798558	0.002758716	0.008024626
YCR028C-A	64.12288	0.1490505	0.22740503	0.4962504	0.6118045
YCR030C	118.9217	-0.6396462	0.22056558	0.002649399	0.007751051
YCR031C	367.7796	-0.327676	0.50408758	0.4240709	0.5448113
YCR032W	250.9168	-0.1401909	0.16292357	0.3805422	0.5022533
YCR033W	1273.84	0.4501009	0.14467005	0.001587185	0.005012213
YCR034W	27.04342	-0.4055333	0.37203326	0.2257442	0.3344724
YCR035C	214.4372	0.7197194	0.19305325	0.0001271429	0.0005475679
YCR036W	69.07342	0.674361	0.24673386	0.00424306	0.01173417
YCR037C	85.83726	-0.6173897	0.21362871	0.002804387	0.00813032
YCR038C	157.9691	-0.4282168	0.19859166	0.02651031	0.05642816
YCR039C	206.7758	0.5376093	0.18021108	0.002256119	0.006746809
YCR040W	1.109504	0.1231478	0.91504684	0.7032136	NA
YCR041W	205.6864	-1.221005	0.28901298	6.164108e-06	3.849843e-05
YCR042C	563.239	0.490426	0.19232896	0.008813911	0.02221339
YCR043C	8.661499	0.4102144	0.44368749	0.2803177	0.3975461
YCR044C	42.30703	-1.560691	0.34700951	5.967298e-07	4.88773e-06
YCR045C	4.743424	0.03574031	0.58953982	0.934682	0.9626419
YCR046C	29.85071	-0.0461762	0.27477751	0.8590366	0.9099546
YCR047C	21.84468	-0.2427023	0.35453164	0.451611	0.571453
YCR048W	12.04612	-0.7847484	0.44254546	0.03840513	0.07759976
YCR050C	6.047638	0.5004795	0.53753134	0.2373055	0.3484675
YCR051W	17.94626	0.6367087	0.39122146	0.06694786	0.1234434
YCR052W	80.39242	0.6529319	0.24439812	0.005231245	0.0140996
YCR053W	385.6077	0.3963159	0.21744923	0.05927368	0.1114857
YCR054C	27.68356	-0.5442095	0.28245928	0.04092094	0.08194947
YCR057C	60.92261	0.8717956	0.26055673	0.0004265922	0.001614907
YCR059C	11.21441	0.09415489	0.41774102	0.7963219	0.8639104
YCR060W	3.341832	-0.1083077	0.63653671	0.8064222	0.8708731
YCR061W	104.6478	-2.370732	0.37516827	1.157953e-12	3.675295e-11
YCR063W	11.12738	0.002373767	0.43298975	0.9949342	1
YCR065W	52.61409	1.322923	0.3406799	1.913279e-05	0.0001030904
YCR066W	37.22887	0.6559369	0.27216039	0.01086434	0.02652535
YCR067C	66.74357	-0.2409683	0.24413384	0.3026603	0.4218692
YCR068W	21.68411	-0.6200944	0.36011303	0.05724953	0.1085597
YCR069W	49.02605	-0.006400879	0.3132129	0.9824647	0.9933865
YCR071C	28.23897	1.162758	0.36425944	0.0003821588	0.001471179
YCR072C	20.92423	1.007789	0.38917162	0.003503059	0.009921651
YCR073C	77.7193	0.6485358	0.27521708	0.01265005	0.03012482
YCR073W-A	24.02623	-0.01114963	0.33964427	0.9714483	0.9858461
YCR075C	4.814673	-0.8826607	0.70776385	0.05868423	0.1106744
YCR075W-A	19.20216	0.4633624	0.43162571	0.2141624	0.3210273
YCR076C	23.1694	0.4430428	0.35321753	0.1680011	0.2644108
YCR077C	138.5021	0.2038333	0.20844311	0.3129952	0.4331046
YCR079W	22.76612	-0.3658308	0.40452506	0.3047626	0.4237917
YCR081W	78.45996	-0.3766428	0.21804865	0.07379151	0.1337553
YCR082W	23.97866	1.563124	0.37452551	2.500446e-06	1.729593e-05
YCR083W	11.79354	-0.3235051	0.48706537	0.4213119	0.5424122
YCR084C	105.4836	0.5424774	0.25416793	0.02519437	0.0540044
YCR085W	24.54524	-1.230435	0.43589132	0.0009879161	0.003348365
